v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/api-reference/signing-key/overview,in_v1_nav,api-reference,Overview,"Overview. The Access control API is used to create, retrieve, update, delete signing keys object from pipeline.",signing|key|api|object|timestamp|reference,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Signing Keys,v2/platforms/livepeer-studio/api-reference/signing-keys/overview,true,true,v2/platforms/livepeer-studio/api-reference/signing-keys/overview.mdx,,partially_covered,Best candidate score 0.75 against English IA route v2/platforms/livepeer-studio/api-reference/signing-keys/overview.,no_deprecation_recommended,merge_and_redirect,0.82,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/signing-keys/overview (score 0.75, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/signing-key/update,in_v1_nav,api-reference,Update a signing key,Update a signing key.,signing|key|update|api|reference,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Signing Keys,v2/platforms/livepeer-studio/api-reference/signing-keys/update,true,true,v2/platforms/livepeer-studio/api-reference/signing-keys/update.mdx,,adequately_covered,Best candidate score 0.82 against English IA route v2/platforms/livepeer-studio/api-reference/signing-keys/update.,no_deprecation_recommended,keep_as_is,0.89,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/signing-keys/update (score 0.82, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
v1/api-reference/stream/add-multistream-target,in_v1_nav,api-reference,Add a multistream target,Add a multistream target.,add|multistream|target|api|reference|stream,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Streams,v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target,true,true,v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target.mdx,,adequately_covered,Best candidate score 0.89 against English IA route v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target.,no_deprecation_recommended,keep_as_is,0.98,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target (score 0.89, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
v1/api-reference/stream/create-clip,in_v1_nav,api-reference,Create a clip,Create a clip.,create|clip|api|reference|stream,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Streams,v2/platforms/livepeer-studio/api-reference/streams/create-clip,true,true,v2/platforms/livepeer-studio/api-reference/streams/create-clip.mdx,,adequately_covered,Best candidate score 0.86 against English IA route v2/platforms/livepeer-studio/api-reference/streams/create-clip.,no_deprecation_recommended,keep_as_is,0.98,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/streams/create-clip (score 0.86, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
v1/api-reference/stream/create,in_v1_nav,api-reference,Create a livestream,Create a livestream.,create|api|reference|stream|livestream,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Multistream,v2/platforms/livepeer-studio/api-reference/multistream/create,true,true,v2/platforms/livepeer-studio/api-reference/multistream/create.mdx,,partially_covered,Best candidate score 0.77 against English IA route v2/platforms/livepeer-studio/api-reference/multistream/create.,no_deprecation_recommended,merge_and_redirect,0.83,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/multistream/create (score 0.77, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/delete-multistream-target,in_v1_nav,api-reference,Remove a multistream target,Remove a multistream target.,multistream|target|api|reference|stream|delete,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Streams,v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target,true,true,v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target.mdx,,adequately_covered,Best candidate score 0.87 against English IA route v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target.,no_deprecation_recommended,keep_as_is,0.98,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target (score 0.87, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
v1/api-reference/stream/delete,in_v1_nav,api-reference,Delete a livestream,Delete a livestream.,delete|api|reference|stream|livestream,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/delete,true,true,v2/platforms/livepeer-studio/api-reference/assets/delete.mdx,,partially_covered,Best candidate score 0.77 against English IA route v2/platforms/livepeer-studio/api-reference/assets/delete.,no_deprecation_recommended,merge_and_redirect,0.83,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/delete (score 0.77, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/get-all,in_v1_nav,api-reference,Retrieve all livestreams,Retrieve all livestreams.,all|api|reference|stream|get|retrieve,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/get-all,true,true,v2/platforms/livepeer-studio/api-reference/assets/get-all.mdx,,partially_covered,Best candidate score 0.78 against English IA route v2/platforms/livepeer-studio/api-reference/assets/get-all.,no_deprecation_recommended,merge_and_redirect,0.85,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/get-all (score 0.78, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/get-clip,in_v1_nav,api-reference,Retrieve clips of a livestream,Retrieve clips of a livestream.,api|reference|stream|get|clip|retrieve,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Sessions,v2/platforms/livepeer-studio/api-reference/sessions/get-clip,true,true,v2/platforms/livepeer-studio/api-reference/sessions/get-clip.mdx,,partially_covered,Best candidate score 0.81 against English IA route v2/platforms/livepeer-studio/api-reference/sessions/get-clip.,no_deprecation_recommended,merge_and_redirect,0.88,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/sessions/get-clip (score 0.81, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/get,in_v1_nav,api-reference,Retrieve a livestream,Retrieve a livestream.,api|reference|stream|get|retrieve|livestream,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/get,true,true,v2/platforms/livepeer-studio/api-reference/assets/get.mdx,,partially_covered,Best candidate score 0.75 against English IA route v2/platforms/livepeer-studio/api-reference/assets/get.,no_deprecation_recommended,merge_and_redirect,0.82,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/get (score 0.75, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/overview,in_v1_nav,api-reference,Overview,"Overview. The Livestream API is used to create, retrieve, update, delete stream object from pipeline.",stream|api|reference|object|livestream|used,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/overview,true,true,v2/platforms/livepeer-studio/api-reference/assets/overview.mdx,,partially_covered,Best candidate score 0.70 against English IA route v2/platforms/livepeer-studio/api-reference/assets/overview.,no_deprecation_recommended,merge_and_redirect,0.77,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/overview (score 0.70, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/terminate,in_v1_nav,api-reference,Terminates a livestream,Terminates a livestream.,api|reference|stream|terminate|terminates|livestream,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Streams,v2/platforms/livepeer-studio/api-reference/streams/terminate,true,true,v2/platforms/livepeer-studio/api-reference/streams/terminate.mdx,,partially_covered,Best candidate score 0.75 against English IA route v2/platforms/livepeer-studio/api-reference/streams/terminate.,no_deprecation_recommended,merge_and_redirect,0.87,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/streams/terminate (score 0.75, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/stream/update,in_v1_nav,api-reference,Update a livestream,Update a livestream.,update|api|reference|stream|livestream,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/update,true,true,v2/platforms/livepeer-studio/api-reference/assets/update.mdx,,partially_covered,Best candidate score 0.77 against English IA route v2/platforms/livepeer-studio/api-reference/assets/update.,no_deprecation_recommended,merge_and_redirect,0.83,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/update (score 0.77, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/task/get-all,in_v1_nav,api-reference,Retrieve tasks,Retrieve tasks.,api|reference|task|get|all|retrieve,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Tasks,v2/platforms/livepeer-studio/api-reference/tasks/get-all,true,true,v2/platforms/livepeer-studio/api-reference/tasks/get-all.mdx,,adequately_covered,Best candidate score 0.85 against English IA route v2/platforms/livepeer-studio/api-reference/tasks/get-all.,no_deprecation_recommended,keep_as_is,0.92,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/tasks/get-all (score 0.85, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
v1/api-reference/task/get,in_v1_nav,api-reference,Retrieve a task,Retrieve a task.,task|api|reference|get|retrieve,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Assets,v2/platforms/livepeer-studio/api-reference/assets/get,true,true,v2/platforms/livepeer-studio/api-reference/assets/get.mdx,,partially_covered,Best candidate score 0.77 against English IA route v2/platforms/livepeer-studio/api-reference/assets/get.,no_deprecation_recommended,merge_and_redirect,0.83,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/assets/get (score 0.77, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/task/overview,in_v1_nav,api-reference,Overview,Overview. The Tasks API is used to retrieve tasks object from pipeline.,task|api|tasks|object|id|timestamp,legacy,api_endpoint_page|overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > API Reference > Tasks,v2/platforms/livepeer-studio/api-reference/tasks/overview,true,true,v2/platforms/livepeer-studio/api-reference/tasks/overview.mdx,,partially_covered,Best candidate score 0.75 against English IA route v2/platforms/livepeer-studio/api-reference/tasks/overview.,no_deprecation_recommended,merge_and_redirect,0.82,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/tasks/overview (score 0.75, resolution direct).",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/api-reference/transcode/create,in_v1_nav,api-reference,Transcode a video,Transcode a video.,transcode|api|reference|create|video,legacy,api_endpoint_page,Default legacy classification for v1 content.,0.72,existing_v2_page,Developers,Developer Platforms,Livepeer Studio > API Reference > Transcode,v2/platforms/livepeer-studio/api-reference/transcode/create,true,true,v2/platforms/livepeer-studio/api-reference/transcode/create.mdx,,adequately_covered,Best candidate score 0.88 against English IA route v2/platforms/livepeer-studio/api-reference/transcode/create.,no_deprecation_recommended,keep_as_is,0.95,not_required,"Top candidate: v2/platforms/livepeer-studio/api-reference/transcode/create (score 0.88, resolution direct).",false,,WP-02,WP-02,mandatory_quick_win,completed,Developers Docs Owner,Mandatory quick-win row closed in Phase 1 (32/32 denominator set).,2026-03-02T10:44:38.739Z
